Country-City,Date,Temperature,Timestamp
"Brazil, Pernambuco, Recife",วันศุกร์ 12:00,30 °C,4/4/2025
"Brazil, Rio de Janeiro, Rio de Janeiro",วันศุกร์ 12:00,27 °C,4/4/2025
"Brazil, São Paulo, São Paulo",วันศุกร์ 12:00,25 °C,4/4/2025
"Brunei, Bandar Seri Begawan",วันศุกร์ 23:00,27 °C,4/4/2025
"Bulgaria, Sofia*",วันศุกร์ 18:00,14 °C,4/4/2025
"Burundi, Bujumbura",วันศุกร์ 17:00,29 °C,4/4/2025
"Burundi, Gitega",วันศุกร์ 17:00,29 °C,4/4/2025
"Cabo Verde, Praia",วันศุกร์ 14:00,25 °C,4/4/2025
"Cambodia, Phnom Penh",วันศุกร์ 22:00,30 °C,4/4/2025
"Cameroon, Yaoundé",วันศุกร์ 16:00,33 °C,4/4/2025
"Canada, Alberta, Calgary*",วันศุกร์ 09:00,-5 °C,4/4/2025
"Canada, Alberta, Edmonton*",วันศุกร์ 09:00,-6 °C,4/4/2025
"Canada, British Columbia, Vancouver*",วันศุกร์ 08:00,5 °C,4/4/2025
"Canada, Manitoba, Winnipeg*",วันศุกร์ 10:00,-2 °C,4/4/2025
"Canada, New Brunswick, Saint John*",วันศุกร์ 12:00,9 °C,4/4/2025
"Canada, Newfoundland and Labrador, Happy Valley-Goose Bay*",วันศุกร์ 12:00,-7 °C,4/4/2025
"Canada, Newfoundland and Labrador, Mary's Harbour*",วันศุกร์ 12:30,-4 °C,4/4/2025
"Canada, Newfoundland and Labrador, St. John's*",วันศุกร์ 12:30,-2 °C,4/4/2025
"Canada, Northwest Territories, Inuvik*",วันศุกร์ 09:00,-12 °C,4/4/2025
"Canada, Northwest Territories, Yellowknife*",วันศุกร์ 09:00,-11 °C,4/4/2025
"Canada, Nova Scotia, Halifax*",วันศุกร์ 12:00,7 °C,4/4/2025
"Canada, Nunavut, Alert*",วันศุกร์ 11:00,-29 °C,4/4/2025
"Canada, Nunavut, Baker Lake*",วันศุกร์ 10:00,-20 °C,4/4/2025
"Canada, Nunavut, Coral Harbour",วันศุกร์ 10:00,-27 °C,4/4/2025
"Canada, Nunavut, Eureka",วันศุกร์ 10:00,-24 °C,4/4/2025
"Canada, Nunavut, Grise Fiord*",วันศุกร์ 11:00,-28 °C,4/4/2025
"Canada, Nunavut, Pond Inlet*",วันศุกร์ 11:00,-27 °C,4/4/2025
"Canada, Nunavut, Resolute Bay*",วันศุกร์ 10:00,-26 °C,4/4/2025
"Canada, Ontario, Ottawa*",วันศุกร์ 11:00,4 °C,4/4/2025
"Canada, Ontario, Toronto*",วันศุกร์ 11:00,5 °C,4/4/2025
"Canada, Quebec, Blanc-Sablon",วันศุกร์ 11:00,-5 °C,4/4/2025
"Canada, Quebec, Chibougamau*",วันศุกร์ 11:00,-5 °C,4/4/2025
"Canada, Quebec, Kuujjuaq*",วันศุกร์ 11:00,-16 °C,4/4/2025
"Canada, Quebec, Montréal*",วันศุกร์ 11:00,6 °C,4/4/2025
"Canada, Quebec, Québec*",วันศุกร์ 11:00,5 °C,4/4/2025
"Canada, Saskatchewan, Regina",วันศุกร์ 09:00,-10 °C,4/4/2025
"Canada, Yukon, Whitehorse",วันศุกร์ 08:00,-1 °C,4/4/2025
"Cayman Islands, Grand Cayman, George Town",วันศุกร์ 10:00,29 °C,4/4/2025
"Central African Republic, Bangui",วันศุกร์ 16:00,27 °C,4/4/2025
"Chad, N'Djamena",วันศุกร์ 16:00,42 °C,4/4/2025
"Chile, Easter Island*",วันศุกร์ 10:00,20 °C,4/4/2025
"Chile, Punta Arenas",วันศุกร์ 12:00,-1 °C,4/4/2025
"Chile, Santiago*",วันศุกร์ 12:00,19 °C,4/4/2025
"China, Beijing Municipality, Beijing",วันศุกร์ 23:00,17 °C,4/4/2025
"China, Chongqing Municipality, Chongqing",วันศุกร์ 23:00,18 °C,4/4/2025
"China, Guangdong, Shenzhen",วันศุกร์ 23:00,21 °C,4/4/2025
"China, Jiangsu, Suzhou",วันศุกร์ 23:00,15 °C,4/4/2025
"China, Shanghai Municipality, Shanghai",วันศุกร์ 23:00,15 °C,4/4/2025
"China, Tibet, Lhasa",วันศุกร์ 23:00,14 °C,4/4/2025
"China, Xinjiang, Ürümqi",วันศุกร์ 23:00,18 °C,4/4/2025
"Colombia, Bogota",วันศุกร์ 10:00,16 °C,4/4/2025
"Congo, Brazzaville",วันศุกร์ 16:00,31 °C,4/4/2025
"Congo Dem. Rep., Kinshasa",วันศุกร์ 16:00,31 °C,4/4/2025
"Cook Islands, Rarotonga",วันศุกร์ 05:00,25 °C,4/4/2025
"Costa Rica, San Jose",วันศุกร์ 09:00,23 °C,4/4/2025
"Cote d'Ivoire (Ivory Coast), Abidjan",วันศุกร์ 15:00,30 °C,4/4/2025
"Cote d'Ivoire (Ivory Coast), Yamoussoukro",วันศุกร์ 15:00,32 °C,4/4/2025
"Croatia, Zagreb*",วันศุกร์ 17:00,19 °C,4/4/2025
"Cuba, Havana*",วันศุกร์ 11:00,26 °C,4/4/2025
"Cyprus, Nicosia*",วันศุกร์ 18:00,14 °C,4/4/2025
"Czechia, Prague*",วันศุกร์ 17:00,18 °C,4/4/2025
"Denmark, Copenhagen*",วันศุกร์ 17:00,14 °C,4/4/2025
"Dominica, Roseau",วันศุกร์ 11:00,27 °C,4/4/2025
"Dominican Republic, Santo Domingo",วันศุกร์ 11:00,24 °C,4/4/2025
"Ecuador, Guayaquil",วันศุกร์ 10:00,30 °C,4/4/2025
"Ecuador, Quito",วันศุกร์ 10:00,11 °C,4/4/2025
"Egypt, Cairo",วันศุกร์ 17:00,24 °C,4/4/2025
"El Salvador, San Salvador",วันศุกร์ 09:00,25 °C,4/4/2025
"Equatorial Guinea, Malabo",วันศุกร์ 16:00,31 °C,4/4/2025
"Estonia, Tallinn*",วันศุกร์ 18:00,8 °C,4/4/2025
"Eswatini, Mbabane",วันศุกร์ 17:00,22 °C,4/4/2025
"Ethiopia, Addis Ababa",วันศุกร์ 18:00,28 °C,4/4/2025
"Falkland Islands, Stanley",วันศุกร์ 12:00,6 °C,4/4/2025
"Faroe Islands, Tórshavn*",วันศุกร์ 16:00,7 °C,4/4/2025
"Fiji, Suva",วันเสาร์ 03:00,25 °C,4/4/2025
"Finland, Helsinki*",วันศุกร์ 18:00,9 °C,4/4/2025
"Finland, Kemi*",วันศุกร์ 18:00,1 °C,4/4/2025
"Finland, Rovaniemi*",วันศุกร์ 18:00,-1 °C,4/4/2025
"France, Kerguelen, Port-aux-Francais",วันศุกร์ 20:00,7 °C,4/4/2025
"France, Paris, Paris*",วันศุกร์ 17:00,22 °C,4/4/2025
"French Guiana, Cayenne",วันศุกร์ 12:00,25 °C,4/4/2025
"French Polynesia, Tahiti, Papeete",วันศุกร์ 05:00,26 °C,4/4/2025
"Gabon, Libreville",วันศุกร์ 16:00,32 °C,4/4/2025
"Gambia, Banjul",วันศุกร์ 15:00,33 °C,4/4/2025
"Georgia, Tbilisi",วันศุกร์ 19:00,21 °C,4/4/2025
"Germany, Berlin, Berlin*",วันศุกร์ 17:00,22 °C,4/4/2025
"Germany, Hesse, Frankfurt*",วันศุกร์ 17:00,22 °C,4/4/2025
"Ghana, Accra",วันศุกร์ 15:00,33 °C,4/4/2025
"Gibraltar, Gibraltar, Gibraltar*",วันศุกร์ 17:00,20 °C,4/4/2025
"Greece, Athens*",วันศุกร์ 18:00,19 °C,4/4/2025
"Greenland, Danmarkshavn",วันศุกร์ 15:00,-24 °C,4/4/2025
"Greenland, Ittoqqortoormiit*",วันศุกร์ 14:00,-10 °C,4/4/2025
"Greenland, Kangerlussuaq*",วันศุกร์ 14:00,4 °C,4/4/2025
"Greenland, Nuuk*",วันศุกร์ 14:00,-6 °C,4/4/2025
"Greenland, Pituffik*",วันศุกร์ 12:00,-21 °C,4/4/2025
"Grenada, Saint George's",วันศุกร์ 11:00,29 °C,4/4/2025
"Guadeloupe, Guadeloupe, Basse-Terre",วันศุกร์ 11:00,27 °C,4/4/2025
"Guam, Hagåtña",วันเสาร์ 01:00,26 °C,4/4/2025
"Guatemala, Guatemala City",วันศุกร์ 09:00,19 °C,4/4/2025
"Guinea-Bissau, Bissau",วันศุกร์ 15:00,37 °C,4/4/2025
"Guyana, Georgetown",วันศุกร์ 11:00,28 °C,4/4/2025
"Haiti, Port-au-Prince*",วันศุกร์ 11:00,29 °C,4/4/2025
"Honduras, Tegucigalpa",วันศุกร์ 09:00,24 °C,4/4/2025
"Hong Kong, Hong Kong",วันศุกร์ 23:00,21 °C,4/4/2025
"Hungary, Budapest*",วันศุกร์ 17:00,19 °C,4/4/2025
"Iceland, Reykjavik",วันศุกร์ 15:00,9 °C,4/4/2025
"India, Bihar, Patna",วันศุกร์ 20:30,36 °C,4/4/2025
"India, Delhi, Delhi",วันศุกร์ 20:30,35 °C,4/4/2025
"India, Delhi, New Delhi",วันศุกร์ 20:30,35 °C,4/4/2025
"India, Karnataka, Bengaluru",วันศุกร์ 20:30,25 °C,4/4/2025
"India, Kerala, Thiruvananthapuram",วันศุกร์ 20:30,26 °C,4/4/2025
"India, Madhya Pradesh, Indore",วันศุกร์ 20:30,37 °C,4/4/2025
"India, Maharashtra, Mumbai",วันศุกร์ 20:30,31 °C,4/4/2025
"India, Maharashtra, Pune",วันศุกร์ 20:30,33 °C,4/4/2025
"India, Odisha, Bhubaneshwar",วันศุกร์ 20:30,34 °C,4/4/2025
"India, Punjab, Ahmedgarh",วันศุกร์ 20:30,33 °C,4/4/2025
"India, Punjab, Ludhiana",วันศุกร์ 20:30,33 °C,4/4/2025
"India, Tamil Nadu, Chennai",วันศุกร์ 20:30,30 °C,4/4/2025
"India, Uttar Pradesh, Varanasi",วันศุกร์ 20:30,34 °C,4/4/2025
"India, West Bengal, Kolkata",วันศุกร์ 20:30,30 °C,4/4/2025
"Indonesia, Bali, Denpasar",วันศุกร์ 23:00,26 °C,4/4/2025
"Indonesia, East Java, Surabaya",วันศุกร์ 22:00,26 °C,4/4/2025
"Indonesia, East Kalimantan, Balikpapan",วันศุกร์ 23:00,26 °C,4/4/2025
"Indonesia, East Kalimantan, Nusantara",วันศุกร์ 23:00,26 °C,4/4/2025
"Indonesia, Jakarta Special Capital Region, Jakarta",วันศุกร์ 22:00,26 °C,4/4/2025
"Indonesia, North Sulawesi, Manado",วันศุกร์ 23:00,25 °C,4/4/2025
"Indonesia, Papua, Jayapura",วันเสาร์ 00:00,27 °C,4/4/2025
"Indonesia, South Sulawesi, Makassar",วันศุกร์ 23:00,26 °C,4/4/2025
"Indonesia, West Kalimantan, Pontianak",วันศุกร์ 22:00,26 °C,4/4/2025
"Indonesia, West Papua, Manokwari",วันเสาร์ 00:00,27 °C,4/4/2025
"Iran, Tehran",วันศุกร์ 18:30,16 °C,4/4/2025
"Iraq, Baghdad",วันศุกร์ 18:00,30 °C,4/4/2025
"Ireland, Dublin*",วันศุกร์ 16:00,13 °C,4/4/2025
"Isle of Man, Douglas*",วันศุกร์ 16:00,17 °C,4/4/2025
"Israel, Jerusalem*",วันศุกร์ 18:00,20 °C,4/4/2025
"Israel, Tel Aviv*",วันศุกร์ 18:00,20 °C,4/4/2025
"Italy, Milan*",วันศุกร์ 17:00,21 °C,4/4/2025
"Italy, Rome*",วันศุกร์ 17:00,21 °C,4/4/2025
"Jamaica, Kingston",วันศุกร์ 10:00,27 °C,4/4/2025
"Japan, Kobe",วันเสาร์ 00:00,8 °C,4/4/2025
"Japan, Kyoto",วันเสาร์ 00:00,8 °C,4/4/2025
"Japan, Nagoya",วันเสาร์ 00:00,10 °C,4/4/2025
"Japan, Osaka",วันเสาร์ 00:00,8 °C,4/4/2025
"Japan, Sapporo",วันเสาร์ 00:00,5 °C,4/4/2025
"Japan, Tokyo",วันเสาร์ 00:00,10 °C,4/4/2025
"Japan, Yokohama",วันเสาร์ 00:00,11 °C,4/4/2025
"Jordan, Amman",วันศุกร์ 18:00,20 °C,4/4/2025
"Kazakhstan, Almaty",วันศุกร์ 20:00,19 °C,4/4/2025
"Kazakhstan, Aqtobe",วันศุกร์ 20:00,10 °C,4/4/2025
"Kazakhstan, Astana",วันศุกร์ 20:00,2 °C,4/4/2025
"Kazakhstan, Oral",วันศุกร์ 20:00,13 °C,4/4/2025
"Kenya, Nairobi",วันศุกร์ 18:00,25 °C,4/4/2025
"Kiribati, Christmas Island, Kiritimati",วันเสาร์ 05:00,26 °C,4/4/2025
"Kosovo, Pristina*",วันศุกร์ 17:00,12 °C,4/4/2025
"Kuwait, Kuwait City",วันศุกร์ 18:00,33 °C,4/4/2025
"Kyrgyzstan, Bishkek",วันศุกร์ 21:00,26 °C,4/4/2025
"Laos, Vientiane",วันศุกร์ 22:00,28 °C,4/4/2025
"Latvia, Riga*",วันศุกร์ 18:00,6 °C,4/4/2025
"Lebanon, Beirut*",วันศุกร์ 18:00,20 °C,4/4/2025
"Liechtenstein, Vaduz*",วันศุกร์ 17:00,20 °C,4/4/2025
"Lithuania, Vilnius*",วันศุกร์ 18:00,12 °C,4/4/2025
"Luxembourg, Luxembourg*",วันศุกร์ 17:00,21 °C,4/4/2025
"Madagascar, Antananarivo",วันศุกร์ 18:00,24 °C,4/4/2025
"Malawi, Lilongwe",วันศุกร์ 17:00,28 °C,4/4/2025
"Malaysia, Kuala Lumpur, Kuala Lumpur",วันศุกร์ 23:00,25 °C,4/4/2025
"Maldives, Male",วันศุกร์ 20:00,29 °C,4/4/2025
"Mali, Bamako",วันศุกร์ 15:00,40 °C,4/4/2025
"Malta, Valletta*",วันศุกร์ 17:00,18 °C,4/4/2025
"Marshall Islands, Majuro",วันเสาร์ 03:00,25 °C,4/4/2025
"Martinique, Fort-de-France",วันศุกร์ 11:00,29 °C,4/4/2025
"Mauritius, Port Louis",วันศุกร์ 19:00,21 °C,4/4/2025
"Mexico, Aguascalientes, Aguascalientes",วันศุกร์ 09:00,14 °C,4/4/2025
"Mexico, Baja California, Mexicali*",วันศุกร์ 08:00,9 °C,4/4/2025
"Mexico, Baja California, Tijuana*",วันศุกร์ 08:00,7 °C,4/4/2025
"Mexico, Ciudad de México, Mexico City",วันศุกร์ 09:00,19 °C,4/4/2025
"Mexico, Guerrero, Acapulco",วันศุกร์ 09:00,26 °C,4/4/2025
"Mexico, Jalisco, Guadalajara",วันศุกร์ 09:00,16 °C,4/4/2025
"Mexico, Quintana Roo, Cancún",วันศุกร์ 10:00,29 °C,4/4/2025
"Mexico, Sinaloa, Mazatlan",วันศุกร์ 08:00,16 °C,4/4/2025
"Mexico, Sonora, Hermosillo",วันศุกร์ 08:00,11 °C,4/4/2025
"Mexico, Veracruz, Veracruz",วันศุกร์ 09:00,25 °C,4/4/2025
"Micronesia, Pohnpei, Palikir",วันเสาร์ 02:00,27 °C,4/4/2025
"Moldova, Chișinău*",วันศุกร์ 18:00,17 °C,4/4/2025
"Monaco, Monaco*",วันศุกร์ 17:00,18 °C,4/4/2025
"Mongolia, Hovd",วันศุกร์ 22:00,9 °C,4/4/2025
"Mongolia, Ulaanbaatar",วันศุกร์ 23:00,-2 °C,4/4/2025
"Montenegro, Podgorica*",วันศุกร์ 17:00,17 °C,4/4/2025
"Morocco, Casablanca",วันศุกร์ 15:00,21 °C,4/4/2025
"Morocco, Rabat",วันศุกร์ 15:00,20 °C,4/4/2025
"Mozambique, Maputo",วันศุกร์ 17:00,24 °C,4/4/2025
"Myanmar, Yangon",วันศุกร์ 21:30,30 °C,4/4/2025
"Namibia, Windhoek",วันศุกร์ 17:00,26 °C,4/4/2025
"Nepal, Kathmandu",วันศุกร์ 20:45,22 °C,4/4/2025
"Netherlands, Amsterdam*",วันศุกร์ 17:00,20 °C,4/4/2025
"New Caledonia, New Caledonia, Noumea",วันเสาร์ 02:00,23 °C,4/4/2025
"New Zealand, Auckland*",วันเสาร์ 04:00,19 °C,4/4/2025
"New Zealand, Wellington*",วันเสาร์ 04:00,18 °C,4/4/2025
"Nicaragua, Managua",วันศุกร์ 09:00,29 °C,4/4/2025
"Niger, Niamey",วันศุกร์ 16:00,41 °C,4/4/2025
"Nigeria, Lagos, Lagos",วันศุกร์ 16:00,34 °C,4/4/2025
"Niue, Alofi",วันศุกร์ 04:00,24 °C,4/4/2025
"North Korea, Pyongyang",วันเสาร์ 00:00,10 °C,4/4/2025
"North Macedonia, Skopje*",วันศุกร์ 17:00,15 °C,4/4/2025
"Norway, Svalbard, Longyearbyen*",วันศุกร์ 17:00,-13 °C,4/4/2025
"Norway, Oslo*",วันศุกร์ 17:00,9 °C,4/4/2025
"Norway, Tromsø*",วันศุกร์ 17:00,-2 °C,4/4/2025
"Oman, Muscat",วันศุกร์ 19:00,33 °C,4/4/2025
"Pakistan, Islamabad",วันศุกร์ 20:00,29 °C,4/4/2025
"Pakistan, Sindh, Karachi",วันศุกร์ 20:00,30 °C,4/4/2025
"Pakistan, Lahore",วันศุกร์ 20:00,30 °C,4/4/2025
"Palau, Ngerulmud",วันเสาร์ 00:00,27 °C,4/4/2025
"Panama, Panama",วันศุกร์ 10:00,27 °C,4/4/2025
"Papua New Guinea, Port Moresby",วันเสาร์ 01:00,25 °C,4/4/2025
"Paraguay, Asuncion",วันศุกร์ 12:00,21 °C,4/4/2025
"Peru, Lima, Lima",วันศุกร์ 10:00,20 °C,4/4/2025
"Philippines, Manila",วันศุกร์ 23:00,29 °C,4/4/2025
"Poland, Warsaw*",วันศุกร์ 17:00,20 °C,4/4/2025
"Portugal, Azores, Ponta Delgada*",วันศุกร์ 15:00,16 °C,4/4/2025
"Portugal, Lisbon, Lisbon*",วันศุกร์ 16:00,16 °C,4/4/2025
"Puerto Rico, San Juan",วันศุกร์ 11:00,28 °C,4/4/2025
"Qatar, Doha",วันศุกร์ 18:00,30 °C,4/4/2025
"Réunion (French), Saint-Denis",วันศุกร์ 19:00,27 °C,4/4/2025
"Romania, Bucharest*",วันศุกร์ 18:00,14 °C,4/4/2025
"Russia, Belushya Guba",วันศุกร์ 18:00,-8 °C,4/4/2025
"Russia, Ufa",วันศุกร์ 20:00,7 °C,4/4/2025
"Russia, Chelyabinsk",วันศุกร์ 20:00,0 °C,4/4/2025
"Russia, Anadyr",วันเสาร์ 03:00,-13 °C,4/4/2025
"Russia, Pevek",วันเสาร์ 03:00,-14 °C,4/4/2025
"Russia, Irkutsk",วันศุกร์ 23:00,7 °C,4/4/2025
"Russia, Kaliningrad",วันศุกร์ 17:00,7 °C,4/4/2025
"Russia, Petropavlovsk-Kamchatsky",วันเสาร์ 03:00,-1 °C,4/4/2025
"Russia, Komsomolsk-on-Amur",วันเสาร์ 01:00,2 °C,4/4/2025
"Russia, Khatanga",วันศุกร์ 22:00,-21 °C,4/4/2025
"Russia, Krasnoyarsk",วันศุกร์ 22:00,11 °C,4/4/2025
"Russia, Norilsk",วันศุกร์ 22:00,-17 °C,4/4/2025
"Russia, Magadan",วันเสาร์ 02:00,-5 °C,4/4/2025
"Russia, Moscow",วันศุกร์ 18:00,16 °C,4/4/2025
"Russia, Murmansk",วันศุกร์ 18:00,-5 °C,4/4/2025
"Russia, Novgorod",วันศุกร์ 18:00,10 °C,4/4/2025
"Russia, Novosibirsk",วันศุกร์ 22:00,13 °C,4/4/2025
"Russia, Omsk",วันศุกร์ 21:00,7 °C,4/4/2025
"Russia, Perm",วันศุกร์ 20:00,4 °C,4/4/2025
